*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  FEB 02, 2026 11:46:55

*RUN   1        : 1                         WHAPS048 TUDU1501    1
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         WHAPS048
  
!              |------------------------------ Cumulative -----------------------------|------------------------------ Daily ----------------------------------|
!               N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                                   Nitrification (g[N]/ha) by soil depth (cm):                                     N2O flux (g[N]/ha) by soil depth (cm):                                          N2 flux (g[N]/ha) by soil depth (cm):                                           NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210
@YEAR DOY   DAS   N2OEC    N2EC    NOEC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC  N2OGED   N2GED   NOGED    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NDN10   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   NIT10   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2O10   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   N2F10   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   NOF10
   15 087    11    0.00    0.00    0.00    0.00     6.3   0.000   0.006   0.000   0.014     0.0     0.0     0.1     0.0     303    0.00    0.30    0.00    0.39     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      4.      8.      6.     13.     13.     13.     14.     14.     29.     30.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 088    12    0.00    0.00    0.00    0.00     6.6   0.000   0.007   0.000   0.014     0.0     0.0     0.2     0.0     285    0.00    0.29    0.00    0.37     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      4.      8.      6.     12.     13.     13.     13.     13.     27.     28.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 089    13    0.00    0.00    0.00    0.00     6.9   0.000   0.007   0.000   0.014     0.0     0.0     0.2     0.0     268    0.00    0.27    0.00    0.34     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      3.      7.      6.     12.     12.     12.     12.     13.     26.     26.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 090    14    0.00    0.00    0.00    0.00     7.1   0.000   0.007   0.000   0.015     0.0     0.0     0.1     0.0     237    0.00    0.24    0.00    0.30     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      3.      5.      5.     10.     11.     10.     11.     11.     23.     23.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 091    15    0.00    0.00    0.00    0.00     7.3   0.000   0.007   0.000   0.015     0.0     0.0     0.1     0.0     218    0.00    0.22    0.00    0.27     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      2.      5.      5.     10.     10.     10.     10.     10.     21.     22.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 092    16    0.00    0.00    0.00    0.00     7.5   0.000   0.008   0.000   0.015     0.0     0.0     0.1     0.0     192    0.00    0.19    0.00    0.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.      3.      4.      8.      9.      8.      9.      9.     18.     19.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 093    17    0.00    0.00    0.00    0.00     7.7   0.000   0.008   0.000   0.015     0.0     0.0     0.1     0.0     168    0.00    0.17    0.00    0.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.      2.      3.      7.      8.      7.      8.      8.     16.     17.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 094    18    0.00    0.00    0.00    0.00     7.8   0.000   0.008   0.000   0.016     0.0     0.0     0.2     0.0     145    0.00    0.15    0.00    0.18     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.      2.      3.      6.      7.      6.      7.      7.     14.     14.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 095    19    0.00    0.00    0.00    0.00     7.9   0.000   0.008   0.000   0.016     0.0     0.0     0.1     0.0     127    0.00    0.13    0.00    0.15     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.      2.      2.      5.      6.      6.      6.      6.     12.     13.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 096    20    0.00    0.00    0.00    0.00     8.1   0.000   0.008   0.000   0.016     0.0     0.0     0.2     0.0     111    0.00    0.11    0.00    0.13     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.      1.      2.      5.      5.      5.      5.      5.     10.     11.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 097    21    0.00    0.00    0.00    0.00     8.2   0.000   0.008   0.000   0.016     0.1     0.0     0.2     0.0     101    0.00    0.10    0.00    0.12     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.      1.      2.      4.      5.      4.      5.      5.     10.     10.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 098    22    0.00    0.00    0.00    0.00     8.3   0.000   0.008   0.000   0.016     0.1     0.0     0.2     0.0      93    0.00    0.09    0.00    0.12     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      1.      1.      2.      4.      4.      4.      4.      4.      9.      9.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 099    23    0.00    0.00    0.00    0.00     9.8   0.000   0.010   0.000   0.021     0.3     0.0     0.9     0.0    1512    0.00    1.51    0.00    4.44     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1425.      1.      2.      4.      4.      4.      4.      4.      8.      9.     1.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 100    24    0.00    0.00    0.01    0.00    11.8   0.000   0.012   0.000   0.027     0.6     0.0     1.8     0.0    2036    0.00    2.04    0.00    6.15     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1949.      1.      2.      4.      4.      4.      4.      4.      9.      9.     1.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     6.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 101    25    0.00    0.00    0.01    0.00    14.3   0.000   0.014   0.000   0.035     0.9     0.0     2.9     0.0    2476    0.00    2.48    0.00    7.79     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2387.      1.      2.      4.      4.      4.      4.      4.      9.      9.     2.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     7.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 102    26    0.00    0.00    0.01    0.00    17.1   0.000   0.017   0.000   0.044     1.3     0.0     4.1     0.0    2861    0.00    2.86    0.00    9.50     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2770.      0.      2.      5.      5.      4.      5.      5.      9.      9.     2.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     9.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 103    27    0.01    0.00    0.02    0.00    20.2   0.000   0.020   0.000   0.055     1.6     0.0     5.4     0.0    3081    0.00    3.08    0.00   10.85     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2985.      0.      2.      5.      5.      5.      5.      5.     10.     10.     3.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    10.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 104    28    0.01    0.00    0.02    0.00    23.1   0.000   0.023   0.000   0.066     1.9     0.0     6.5     0.0    2882    0.00    2.88    0.00   10.77     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2782.      0.      2.      5.      5.      5.      5.      5.     10.     10.     2.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    10.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 105    29    0.01    0.00    0.03    0.00    25.5   0.000   0.026   0.000   0.075     2.0     0.0     7.2     0.0    2407    0.00    2.41    0.00    9.50     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2305.      0.      2.      4.      5.      4.      5.      5.     10.     11.     2.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     9.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 106    30    0.01    0.00    0.04    0.00    27.6   0.000   0.028   0.000   0.084     2.0     0.0     7.6     0.0    2073    0.00    2.07    0.00    8.58     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1967.      0.      2.      4.      5.      4.      5.      6.     10.     11.     2.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     8.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 107    31    0.01    0.00    0.05    0.00    29.4   0.000   0.029   0.000   0.092     2.0     0.0     7.8     0.0    1818    0.00    1.82    0.00    7.80     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1705.      0.      2.      4.      5.      5.      5.      6.     11.     12.     1.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     7.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 108    32    0.01    0.00    0.05    0.00    30.5   0.000   0.031   0.000   0.092     0.6     0.0     2.1     0.0    1143    0.00    1.14    0.00    0.59     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1029.      0.      2.      3.      5.      5.      5.      6.     11.     12.     1.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 109    33    0.02    0.00    0.05    0.00    32.0   0.000   0.032   0.000   0.094     1.3     0.0     4.3     0.0    1415    0.00    1.41    0.00    1.93     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1304.      0.      2.      3.      5.      4.      5.      6.     10.     11.     1.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 110    34    0.02    0.00    0.06    0.00    33.2   0.000   0.033   0.000   0.098     1.8     0.0     5.8     0.0    1262    0.00    1.26    0.00    4.11     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1157.      0.      2.      4.      5.      4.      5.      5.     10.     11.     1.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 111    35    0.02    0.00    0.06    0.00    34.2   0.000   0.034   0.000   0.101     1.7     0.0     5.3     0.0     970    0.00    0.97    0.00    3.12     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    872.      0.      2.      3.      4.      4.      4.      5.      9.     10.     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 112    36    0.02    0.00    0.07    0.00    34.9   0.000   0.035   0.000   0.104     1.5     0.0     4.9     0.0     745    0.00    0.74    0.00    2.41     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    654.      0.      2.      3.      4.      3.      4.      5.      8.      9.     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 113    37    0.02    0.00    0.07    0.00    35.6   0.000   0.036   0.000   0.106     1.4     0.0     4.4     0.0     627    0.00    0.63    0.00    2.09     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    539.      0.      2.      3.      4.      3.      4.      4.      8.      9.     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 114    38    0.02    0.00    0.08    0.00    36.1   0.000   0.036   0.000   0.108     1.2     0.0     4.1     0.0     568    0.00    0.57    0.00    2.01     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    481.      0.      2.      3.      4.      3.      4.      4.      8.      9.     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 115    39    0.02    0.00    0.08    0.00    36.7   0.000   0.037   0.000   0.110     1.1     0.0     3.8     0.0     526    0.00    0.53    0.00    1.94     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    438.      0.      2.      3.      4.      4.      4.      4.      8.      9.     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 116    40    0.02    0.00    0.08    0.00    37.1   0.000   0.037   0.000   0.111     1.0     0.0     3.4     0.0     487    0.00    0.49    0.00    1.73     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    396.      0.      2.      3.      4.      4.      4.      5.      8.      9.     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 117    41    0.03    0.00    0.09    0.00    37.6   0.000   0.038   0.000   0.113     0.9     0.0     3.0     0.0     449    0.00    0.45    0.00    1.53     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    353.      1.      2.      3.      5.      4.      5.      5.      9.     10.     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 118    42    0.03    0.00    0.09    0.00    37.9   0.000   0.038   0.000   0.114     0.8     0.0     2.5     0.0     311    0.00    0.31    0.00    0.86     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    207.      1.      2.      4.      5.      5.      5.      5.      9.     10.     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   15 119    43    0.03    0.00    0.09    0.00    38.1   0.000   0.038   0.000   0.114     0.4     0.0     1.3     0.0     227    0.00    0.23    0.00    0.25     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    116.      2.      3.      5.      6.      5.      6.      6.     10.     11.     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
