Termin,T_Mit_2m,Luftfeuchte,Niederschlag_Summe,T_Min_2m,T_Max_2m,Sonnenstunden
2020-11-05T00:00:00,6.7,89.08,0,1.5,11,2.017
2020-11-06T00:00:00,3.1,94.08,0,-0.6,9.1,4.85
2020-11-07T00:00:00,1.9,100,0,-1.3,4.3,0
2020-11-08T00:00:00,3,98.71,0,0.2,7.8,2.033
2020-11-09T00:00:00,2.1,100,0,0,3.9,0
2020-11-10T00:00:00,2.9,100,0,1.6,4.1,0
2020-11-11T00:00:00,5.1,97.67,0,3.2,7.2,0
2020-11-12T00:00:00,7,95.17,0,4.3,11.9,3.067
2020-11-13T00:00:00,6.9,92.25,0,2.8,12.6,1.25
2020-11-14T00:00:00,8.5,85.29,0,4.1,14.6,8.183
2020-11-15T00:00:00,5.1,91.92,3.7,-0.1,12.2,8.017
2020-11-16T00:00:00,8.1,85.17,0,4.3,10.8,1.8
2020-11-17T00:00:00,7.2,84.71,0,1.6,11.1,6.633
2020-11-18T00:00:00,4.4,90.67,0,-0.2,11.7,8.317
2020-11-19T00:00:00,5.5,86.75,1,-0.1,12.2,1.533
2020-11-20T00:00:00,2.5,87.5,0.2,-3.1,5.5,3.067
2020-11-21T00:00:00,-1.1,91.54,0,-4.4,4,7.233
2020-11-22T00:00:00,0.6,85.67,0,-5,6.8,7.683
2020-11-23T00:00:00,3.7,94.46,0.4,0.1,5.9,0
2020-11-24T00:00:00,3.7,95.08,0,1.9,5,0
2020-11-25T00:00:00,1.1,96.17,0,-0.8,2.4,0
2020-11-26T00:00:00,-0.2,98.96,0,-1.2,1.2,0
2020-11-27T00:00:00,-1,100,0,-1.9,0,0
2020-11-28T00:00:00,-1.4,99.67,0,-2.3,-0.1,0
2020-11-29T00:00:00,-2,93.5,0,-5.1,0.4,5.133
2020-11-30T00:00:00,-2.7,88.58,0,-6.8,1.5,6.133
2020-12-01T00:00:00,-1.4,95.63,4.9,-3.5,0.1,0
2020-12-02T00:00:00,-2.9,89.75,0,-4.4,-1.3,0
2020-12-03T00:00:00,-2.6,88.04,0,-5.1,0.9,3.25
2020-12-04T00:00:00,-1.2,85.25,0,-4.9,2.6,1.283
2020-12-05T00:00:00,0.9,89.92,1,-0.8,2.6,0
2020-12-06T00:00:00,0.6,97.96,0.2,-1.1,2,0.017
2020-12-07T00:00:00,1.8,90.81,0,-1.7,5.2,4.3
2020-12-08T00:00:00,0.4,86.75,0,-2.6,4.5,0
2020-12-09T00:00:00,0.3,94.54,4.5,-0.1,0.6,0
2020-12-10T00:00:00,0.4,94.5,0,-0.1,0.9,0
2020-12-11T00:00:00,0,91.67,0,-0.6,1.1,0
2020-12-12T00:00:00,1.3,95.33,1.7,-0.5,4,0
2020-12-13T00:00:00,4.2,96,1.1,1.7,5.1,0
2020-12-14T00:00:00,2,97.13,0,0.6,3.7,1.35
2020-12-15T00:00:00,1.8,97.75,0,0.9,2.9,0
2020-12-16T00:00:00,2,97.88,0,1,3.5,0.117
2020-12-17T00:00:00,1.2,96.75,0,-0.5,4.4,2.983
2020-12-18T00:00:00,0.6,97.96,0,-0.7,4.2,2.833
2020-12-19T00:00:00,-0.7,100,0,-1.3,-0.1,0
2020-12-20T00:00:00,-1,99.96,0,-1.7,-0.5,0
2020-12-21T00:00:00,1.6,99.83,6.5,-0.5,3.2,0
2020-12-22T00:00:00,9.9,86.25,0.5,3.2,12.6,0.083
2020-12-23T00:00:00,10,84.58,18.4,7.7,12.4,0
2020-12-24T00:00:00,6.8,86.33,3.7,4.2,8.8,1.25
2020-12-25T00:00:00,1.2,91.71,0.9,-1,4.2,0
2020-12-26T00:00:00,-1.5,82.79,0,-5.6,0.9,5.733
2020-12-27T00:00:00,-3.7,85.92,0,-7.2,-0.9,5.667
2020-12-28T00:00:00,-0.8,89.13,1.8,-3,1.5,0
2020-12-29T00:00:00,1,83.38,0,-1.6,6,3.467
2020-12-30T00:00:00,0.2,88.5,0,-3.3,3.2,3.25
2020-12-31T00:00:00,-0.3,85.67,0,-4.2,3.4,7.3
2021-01-01T00:00:00,-1,89,0,-4,3.3,4.75
2021-01-02T00:00:00,-1.7,95.96,0,-3.1,0.2,0
2021-01-03T00:00:00,-0.9,94.08,0,-1.9,0.1,0
2021-01-04T00:00:00,-0.9,87.04,0,-1.6,0.1,0
2021-01-05T00:00:00,-1,89.33,2.9,-1.7,-0.4,0.133
2021-01-06T00:00:00,-1,95.54,3.9,-1.5,-0.5,0
2021-01-07T00:00:00,-0.7,89.25,0,-2.5,0.9,0.417
2021-01-08T00:00:00,-1.1,87.38,0.1,-3.2,0.2,0.067
2021-01-09T00:00:00,-3.1,91.96,0,-8.8,0.7,0.933
2021-01-10T00:00:00,-6.4,94.04,0,-11.1,-2.8,2.517
2021-01-11T00:00:00,-8.1,95.29,0,-12.3,-6.4,0
2021-01-12T00:00:00,-1.5,90.67,1.5,-10.2,1.6,0
2021-01-13T00:00:00,0,84.04,1.4,-2.6,1.6,4.7
2021-01-14T00:00:00,-0.7,81.75,0,-7.7,1.6,0.45
2021-01-15T00:00:00,-4,90.67,0,-7.8,-0.9,4.45
2021-01-16T00:00:00,-2.7,80.58,0.5,-7.1,-1.5,0.633
2021-01-17T00:00:00,-4.4,92.79,4.5,-7.6,-1.5,0
2021-01-18T00:00:00,0.5,89.58,0.4,-1.5,1.2,0
2021-01-19T00:00:00,-0.1,77.38,3,-6.2,3.9,3.3
2021-01-20T00:00:00,0.2,81.58,0,-4.9,6.7,4.667
2021-01-21T00:00:00,1.2,80.71,0,-3.8,9,3.55
2021-01-22T00:00:00,4.8,71.63,1.4,0.5,10.3,3.75
2021-01-23T00:00:00,0.7,92,0.7,-2.1,3.1,0.35
2021-01-24T00:00:00,-0.3,74.92,0,-6.5,1.5,3.983
2021-01-25T00:00:00,-3.1,89.63,2.1,-8.1,-0.7,0
2021-01-26T00:00:00,-1.1,86.5,0.3,-2.4,-0.2,0.05
2021-01-27T00:00:00,-1.8,84.42,0.1,-7.6,1,1.9
2021-01-28T00:00:00,3.5,93.75,10.8,0.7,6.7,0
2021-01-29T00:00:00,6.7,85.71,2.5,4.7,10.1,2.55
2021-01-30T00:00:00,4.7,86.54,7.5,0.2,8.1,1.283
2021-01-31T00:00:00,-0.6,92.21,0,-1.5,0.2,0
2021-02-01T00:00:00,1.6,95.13,1.9,-1.7,5.8,0.1
2021-02-02T00:00:00,7.4,89.46,7.7,4.2,9.6,0.033
2021-02-03T00:00:00,8.5,87.96,9.5,6.9,11.1,0
2021-02-04T00:00:00,6.9,74.83,0.3,4.5,10.1,6.783
2021-02-05T00:00:00,6.3,87.21,0.5,3.5,10.5,1.117
2021-02-06T00:00:00,5.1,92.71,0,3.1,6.9,0
2021-02-07T00:00:00,2.1,94.75,10.2,0.2,3.2,0
2021-02-08T00:00:00,1.7,90,0.8,-0.9,5.7,5.317
2021-02-09T00:00:00,-1.5,90.75,0.1,-2.7,-0.8,0
2021-02-10T00:00:00,-3.1,88.88,3.6,-8.8,-1,0
2021-02-11T00:00:00,-10,80.33,0,-15.2,-5.5,9.517
2021-02-12T00:00:00,-8.7,73.79,0,-14.6,-5.2,9.633
2021-02-13T00:00:00,-8.2,67,0,-11.6,-4.4,9.783
2021-02-14T00:00:00,-7.2,73.79,0,-13.7,-0.5,9.783
2021-02-15T00:00:00,-4.9,74,1,-11.8,-0.3,4.933
2021-02-16T00:00:00,3.3,93.88,2.5,-0.2,7,0.5
2021-02-17T00:00:00,5.7,82.67,0,0.3,9.7,3.533
2021-02-18T00:00:00,3.8,84.58,0,-2,9.8,7.467
2021-02-19T00:00:00,6.1,82.13,1.1,1.2,8.6,1.683
2021-02-20T00:00:00,6.8,81.96,0,1.3,13.7,9.917
2021-02-21T00:00:00,3.6,91.5,0,-0.6,10.2,5.85
2021-02-22T00:00:00,4.3,89.83,0,0.6,11.4,4.567
2021-02-23T00:00:00,6,78.42,0,-1.1,17,8.4
2021-02-24T00:00:00,7.1,78.54,0,-0.1,16.7,8.85
2021-02-25T00:00:00,7.9,75.67,0,0.3,19.7,9.7
2021-02-26T00:00:00,8.9,70.5,1,1.9,15.7,7.667
2021-02-27T00:00:00,3.2,78.13,0,-1.3,7.3,3.75
2021-02-28T00:00:00,2.3,76.38,0,-2,8.6,10.517
2021-03-01T00:00:00,5,69.21,0,-1.9,12.2,10.733
2021-03-02T00:00:00,4.6,76.29,0,-2,13.7,10.7
2021-03-03T00:00:00,3.3,82.83,0,-3.2,10.6,1.95
2021-03-04T00:00:00,7,67.46,5.2,1,13.4,3.65
2021-03-05T00:00:00,2.1,87.08,3.2,-3,5.4,0
2021-03-06T00:00:00,-0.7,67,0,-4.1,4.2,11.067
2021-03-07T00:00:00,1.1,74.25,0,-6.1,8.2,8.567
2021-03-08T00:00:00,0.9,73.13,0,-3.4,6.4,9.8
2021-03-09T00:00:00,1.2,74.92,0.3,-3.9,6.2,7.483
2021-03-10T00:00:00,2.5,88,0.9,-0.7,6.7,1.8
2021-03-11T00:00:00,7.3,76.67,5.8,0,14.8,1.933
2021-03-12T00:00:00,6,67.46,0,4,9.9,5.6
2021-03-13T00:00:00,7,63.79,2.1,4.2,11.3,0.933
2021-03-14T00:00:00,2.9,82.38,0.5,0.7,5.9,2.25
2021-03-15T00:00:00,2.5,89.63,5.2,0.2,4.5,1.55
2021-03-16T00:00:00,2.3,83.46,5,0.2,5.1,0.667
2021-03-17T00:00:00,0.8,87.13,0.4,-1,3.3,1.917
2021-03-18T00:00:00,0.5,82.29,0.8,-1.2,4.1,3.783
2021-03-19T00:00:00,0,88.33,0.7,-1.9,3,1.417
2021-03-20T00:00:00,-1.8,73,0,-3.1,1.2,3.35
2021-03-21T00:00:00,0.2,75.92,0,-1.5,1.6,0
2021-03-22T00:00:00,2.5,73.83,0,0.6,5.8,4.983
2021-03-23T00:00:00,3.1,79.92,0,0.4,5.9,1.45
2021-03-24T00:00:00,5,73.83,0,-0.8,12.4,11.017
2021-03-25T00:00:00,7.5,63.79,0,-0.4,15.9,11.5
2021-03-26T00:00:00,8.8,63.96,0,1.4,17.1,11.133
2021-03-27T00:00:00,7.7,62.75,0.6,4.4,10.9,3.15
2021-03-28T00:00:00,7.3,61.29,0,2.1,13.7,10.633
2021-03-29T00:00:00,9.3,57.63,0,1,18.4,10.833
2021-03-30T00:00:00,10.8,55.04,0,0.9,20.9,12.183
2021-03-31T00:00:00,11.6,59.13,0,1.4,22,12.283
2021-04-01T00:00:00,13.5,60.29,0.4,6,22.1,9.467
2021-04-02T00:00:00,8.3,68.88,0,2,13.2,8.35
2021-04-03T00:00:00,4.2,64.58,0,-0.5,7.9,4.267
2021-04-04T00:00:00,4.2,61.25,0,-2.5,10.8,10.4
2021-04-05T00:00:00,5.1,63.88,1.6,-2.1,13.5,7.45
2021-04-06T00:00:00,-0.7,76.04,2.7,-3.8,3.7,4.133
2021-04-07T00:00:00,-0.6,82.33,0.7,-2.8,3.2,4.167
2021-04-08T00:00:00,1.1,75.79,0.1,-2.5,6,6.233
2021-04-09T00:00:00,6.5,56.42,0,-3.8,16.5,8.983
2021-04-10T00:00:00,10.6,53.46,0,2.6,16.9,9.767
2021-04-11T00:00:00,12.1,57.96,0.6,4.5,19.8,8.483
2021-04-12T00:00:00,3.2,89.5,4,0.8,8.8,0
2021-04-13T00:00:00,2.3,75.96,0,-1.9,5.9,3.1
2021-04-14T00:00:00,1.9,68.17,0,-3.3,7,6.517
2021-04-15T00:00:00,1.7,66.08,0,-3.2,7.2,8.1
2021-04-16T00:00:00,1.9,68.83,0,-3.6,6.6,6.067
2021-04-17T00:00:00,3.9,74.92,0,0.2,7,0.25
2021-04-18T00:00:00,4.4,80.5,0,2.3,7.3,0.017
2021-04-19T00:00:00,6.3,80.96,0.9,2.4,11.8,2.05
2021-04-20T00:00:00,7.4,85.25,7.7,1.6,13.5,2.4
2021-04-21T00:00:00,8.4,73.5,0,-0.4,16,10.3
2021-04-22T00:00:00,7.8,64.5,0,0.5,13.3,8.85
2021-04-23T00:00:00,7.2,53.79,0,-2.2,15,13.533
2021-04-24T00:00:00,8.9,52.42,0,-1.5,17.3,13.333
2021-04-25T00:00:00,8.9,51.29,0,3,14.5,13.533
2021-04-26T00:00:00,8.2,47.79,0,2.4,14.2,13.633
2021-04-27T00:00:00,9.5,49.58,0,3.1,15.9,13.717
2021-04-28T00:00:00,11.4,55.5,0,1.4,19.7,12.35
2021-04-29T00:00:00,12,69.08,3,9.2,15.4,1.317
2021-04-30T00:00:00,10.2,77.42,5.4,6.2,18.1,7.6
2021-05-01T00:00:00,8.8,88.63,24.9,6,12.2,1.55
2021-05-02T00:00:00,6,87.5,3.2,3.9,10.3,2.45
2021-05-03T00:00:00,6.8,75.21,0.7,1.8,12.2,9.717
2021-05-04T00:00:00,10.4,62.5,7.8,0.1,16.6,7.667
2021-05-05T00:00:00,6.9,77.08,5.1,2.1,11.8,5.983
2021-05-06T00:00:00,7.2,82.04,14.9,3.3,11,2
2021-05-07T00:00:00,6.9,77.25,3,-0.2,10.9,4.517
2021-05-08T00:00:00,8.6,67.29,0,-1.3,16.5,11.633
2021-05-09T00:00:00,16.5,56.25,0,5.1,25.4,13.667
2021-05-10T00:00:00,19.5,53.96,0,8.7,28.1,9.367
2021-05-11T00:00:00,13.7,81.5,16.3,9.7,18.8,1.8
2021-05-12T00:00:00,9.9,94.08,9.6,8.6,11.2,0
2021-05-13T00:00:00,9.9,88.33,4.8,8.1,13,0.067
2021-05-14T00:00:00,11.2,71.58,2.2,5.6,17.5,10.833
2021-05-15T00:00:00,11.3,73.67,1.7,7.3,16.1,6.033
2021-05-16T00:00:00,10.8,73.42,0.1,5.2,16.4,3.75
2021-05-17T00:00:00,9.9,80.17,7.8,7.4,13.8,5.133
2021-05-18T00:00:00,9.8,80.21,5.8,6.9,13.6,6.9
2021-05-19T00:00:00,9.3,78.58,1.8,6.8,14.2,5.1
2021-05-20T00:00:00,9.6,79.67,0.8,5.8,14.8,8.667
2021-05-21T00:00:00,10,83.75,13.8,4.8,15.7,0.95
2021-05-22T00:00:00,11,69.04,2.2,6.7,16.3,10.45
2021-05-23T00:00:00,9.8,79.88,3.5,5.8,14.9,7.033
2021-05-24T00:00:00,11,82.21,7.2,5.5,17.1,1.467
2021-05-25T00:00:00,9.8,67.08,0,5.2,14.4,7.117
2021-05-26T00:00:00,10.2,76.17,8.9,4.6,14.2,1.7
2021-05-27T00:00:00,9.4,85.54,2.4,7.3,14.3,3.317
2021-05-28T00:00:00,11,78.17,0,5.9,15.4,5.2
2021-05-29T00:00:00,12,65.92,0,5.6,17.5,9.433
2021-05-30T00:00:00,11.2,62.25,0,3.6,17.4,14.017
2021-05-31T00:00:00,11.4,63.54,0,3,17.9,14.65
2021-06-01T00:00:00,13.6,59.83,0,3.9,20.8,15.15
2021-06-02T00:00:00,16.1,56.67,0,6,24.5,14.9
2021-06-03T00:00:00,18.3,58.71,0,7.9,25.9,14.433
2021-06-04T00:00:00,18.8,64.63,0.4,11,27,8.667
2021-06-05T00:00:00,18.2,74.67,8.8,13.2,23.9,9.883
2021-06-06T00:00:00,15.2,91.96,0.9,13.1,17.9,0.267
2021-06-07T00:00:00,18.2,77,0,14.1,23.6,7.65
2021-06-08T00:00:00,18.4,73.29,0,11.7,25.1,9.75
2021-06-09T00:00:00,17,82.17,5.9,11.9,25.4,8.6
2021-06-10T00:00:00,17.5,76.88,0,10.7,24.7,6.767
2021-06-11T00:00:00,18.6,70.17,0,11.6,25.1,12.35
2021-06-12T00:00:00,20.3,65.83,0,12.9,26.1,12.283
2021-06-13T00:00:00,17,59.08,0,10.1,22,14.617
2021-06-14T00:00:00,16.6,59.04,0,8.9,23.8,15.3
2021-06-15T00:00:00,18.8,59.17,0,8.5,27.3,14.9
2021-06-16T00:00:00,21,57.13,0,11,28.7,14.717
2021-06-17T00:00:00,22.2,57.58,0,11.3,31.1,15.317
2021-06-18T00:00:00,23.3,59.25,0,13.5,31.7,14.95
2021-06-19T00:00:00,23.6,62.54,0,15.2,30.8,12.983
2021-06-20T00:00:00,22.9,66.79,0,16.7,27.6,5.617
2021-06-21T00:00:00,21.9,65.04,11.8,14.8,28.6,12.1
2021-06-22T00:00:00,20,77.13,24.1,14.9,25.2,7.95
2021-06-23T00:00:00,19.3,79.71,28.2,14.4,24.7,7.8
2021-06-24T00:00:00,17.5,82.25,17,13.4,22.9,6.7
2021-06-25T00:00:00,16.3,84.17,0,12.3,21,4.967
2021-06-26T00:00:00,17.7,75.79,0,10.8,23.6,13.2
2021-06-27T00:00:00,19.8,72.25,0,12.6,26.1,14.4
2021-06-28T00:00:00,21.9,68.38,7.8,14.1,28.6,13.567
2021-06-29T00:00:00,17.9,,,13.3,24.6,6.1
2021-06-30T00:00:00,14.8,82.88,5.6,12.6,17.4,4.983
2021-07-01T00:00:00,13.8,87.13,2,11.4,17,1.133
2021-07-02T00:00:00,15.8,75.67,0,10.7,20.9,7.4
2021-07-03T00:00:00,17.6,68.46,0.9,9,24.5,12.85
2021-07-04T00:00:00,17.7,83.25,3.9,14.1,22.9,2.517
2021-07-05T00:00:00,17.4,78.25,0,12.6,22,7.967
2021-07-06T00:00:00,20.2,76.04,15.6,12,30.3,12.633
2021-07-07T00:00:00,17.9,88.79,3.5,16.2,21.3,0.4
2021-07-08T00:00:00,17.2,92.29,18.9,14.6,20.8,0.717
2021-07-09T00:00:00,15.6,89.38,8.7,12.3,19.9,3.267
2021-07-10T00:00:00,17,82.54,0.4,10.6,23.6,9.133
2021-07-11T00:00:00,15.7,86.25,4.4,11.1,19.8,5.05
2021-07-12T00:00:00,18,78.17,0,10.1,24.9,10.45
2021-07-13T00:00:00,16.5,87.83,15.9,13.5,22,1.95
2021-07-14T00:00:00,15.6,84.63,0,13.1,19.7,3.067
2021-07-15T00:00:00,15.9,81.54,0.3,12.5,19.3,3.2
2021-07-16T00:00:00,18,76.17,0,11.7,24.2,8.083
2021-07-17T00:00:00,19,86.54,1.8,16.1,21.8,0.683
2021-07-18T00:00:00,19.8,74.46,0,15,25.3,5.983
2021-07-19T00:00:00,19.4,73.71,6,12.9,26.6,9.967
2021-07-20T00:00:00,17.7,72.17,0,11.8,23.8,12.883
2021-07-21T00:00:00,17.9,67.29,0,9.6,25.2,14.55
2021-07-22T00:00:00,18.6,71.88,0,10.4,26.8,12.7
2021-07-23T00:00:00,20.4,69.04,0,13.3,27.6,12.033
2021-07-24T00:00:00,19.4,74.33,7.9,12.7,26.3,6.567
2021-07-25T00:00:00,17.7,87.38,1.9,14,21.5,2.9
2021-07-26T00:00:00,19.2,82.83,8.1,14.5,26.4,5.8
2021-07-27T00:00:00,19.4,79.13,7.3,13,25.4,10.267
2021-07-28T00:00:00,17.9,91,4.4,13,20.6,2.117
2021-07-29T00:00:00,18.8,76.13,0,12.5,25.8,10.2
2021-07-30T00:00:00,20.3,69.63,0.5,11.8,28.5,12.5
2021-07-31T00:00:00,19.9,69.88,15.2,16,24.2,6.283
2021-08-01T00:00:00,14.9,86.5,0.7,12.9,17.2,0.133
2021-08-02T00:00:00,15.8,78.04,0.4,12.2,22.3,8.517
2021-08-03T00:00:00,16.3,76.79,2.4,10.4,22.8,8.517
2021-08-04T00:00:00,14.9,85.08,12.2,13,18.5,1.017
2021-08-05T00:00:00,15.7,85.83,2.9,12.9,21.4,3.083
2021-08-06T00:00:00,16.7,80.21,1.5,11.2,23.2,6.983
2021-08-07T00:00:00,16.6,83,10.8,10.9,25.3,5.067
2021-08-08T00:00:00,16,83.21,1.6,11.8,20.2,2.3
2021-08-09T00:00:00,16.9,77.67,0,10.4,24.1,9.733
2021-08-10T00:00:00,19.1,71.75,0,10.5,26.4,12.267
2021-08-11T00:00:00,20.3,71.5,0,13.3,27.3,10.767
2021-08-12T00:00:00,21,73.67,0,13.3,29.2,13.633
2021-08-13T00:00:00,23,73.79,4.6,15.7,30.5,12.05
2021-08-14T00:00:00,22.9,75.38,0,17.8,29.6,12.067
2021-08-15T00:00:00,21.7,77.54,0.6,16.4,29.6,9.483
2021-08-16T00:00:00,17.9,89.54,11.2,12.1,22.4,2.083
2021-08-17T00:00:00,13.2,78.58,2.5,9.8,17.7,7.433
2021-08-18T00:00:00,14.7,84,0,11,19.3,1.85
2021-08-19T00:00:00,16.9,80.92,0,13.4,21.5,4.45
2021-08-20T00:00:00,17.9,75.96,0,11.3,24.2,8.25
2021-08-21T00:00:00,18.6,77.13,0.6,10.6,26.4,12.8
2021-08-22T00:00:00,17.4,86.63,5.1,13.2,23.3,2.1
2021-08-23T00:00:00,15.1,90.79,7.3,12.9,19.3,2.233
2021-08-24T00:00:00,14.3,85.54,0.2,11.7,18,1.9
2021-08-25T00:00:00,14,75,0,9.9,19.1,12.7
2021-08-26T00:00:00,12.7,88.71,11.1,10.4,15.4,1.517
2021-08-27T00:00:00,12.9,83.38,2.3,10.7,16.5,2.583
2021-08-28T00:00:00,12.2,88.96,10.3,9.9,16.1,2.933
2021-08-29T00:00:00,12.6,90.25,36.7,9.7,16.4,1.717
2021-08-30T00:00:00,14,90.17,15.8,12.2,17.9,3.55
2021-08-31T00:00:00,14.1,88.58,0.4,10.8,17.5,2.167
2021-09-01T00:00:00,13.1,,0,7.5,19.4,9.3
2021-09-02T00:00:00,13.8,,0,5.5,21.2,12.5
2021-09-03T00:00:00,15.2,75.96,0,9.1,22.5,12.783
2021-09-04T00:00:00,14.8,78.08,0,7.2,22.8,12.517
2021-09-05T00:00:00,15.1,75.54,0,7.5,23.3,12.65
2021-09-06T00:00:00,15.2,75.88,0,8,23.3,12.333
2021-09-07T00:00:00,15,80.29,0,7.8,23.4,8.483
2021-09-08T00:00:00,16.1,77.63,0,9,24.1,12.333
2021-09-09T00:00:00,17.6,78.04,0,9.5,25.5,11.567
2021-09-10T00:00:00,18.4,77.08,0,10.6,25.9,11.717
2021-09-11T00:00:00,17.3,84.83,0.5,11.9,21.6,5.717
2021-09-12T00:00:00,16.8,83.33,0,11.2,23.2,7.9
2021-09-13T00:00:00,17,79.79,0,10.6,24,11.367
2021-09-14T00:00:00,17.7,82.71,0,10.4,25.5,10.817
2021-09-15T00:00:00,17.3,90.42,11.1,12.5,21.6,0.333
2021-09-16T00:00:00,16.4,93.79,5.4,11.1,20.7,1.217
2021-09-17T00:00:00,12.7,88.21,0,8,17.9,2
2021-09-18T00:00:00,12.7,82.58,0,5.6,19.9,10.417
2021-09-19T00:00:00,12.5,85.25,0,7.3,18.8,4.8
2021-09-20T00:00:00,11.5,82.79,0,9.6,14.9,1.35
2021-09-21T00:00:00,10.9,79,0,4.5,15.4,2.317
2021-09-22T00:00:00,8.9,85.79,0,3.7,15.7,4.8
2021-09-23T00:00:00,12,78.33,0,3,20.4,11.483
2021-09-24T00:00:00,14.3,78.42,0,8.4,21.1,11.567
2021-09-25T00:00:00,14.7,80.54,0,5.7,24.1,10.967
2021-09-26T00:00:00,17.7,80.79,14.3,11.2,24.2,6.017
2021-09-27T00:00:00,16.3,88.92,0,13.5,21.1,5.75
2021-09-28T00:00:00,14.2,88.13,0.2,12.6,16.4,0.833
2021-09-29T00:00:00,14,80.29,0.5,10.2,18.3,4.3
2021-09-30T00:00:00,9.5,80.08,0,4.2,14.3,8.5
2021-10-01T00:00:00,10.1,86.92,0,3.1,18.5,10.933
2021-10-02T00:00:00,13.4,82.71,0,6.4,21.4,8.783
2021-10-03T00:00:00,15.6,79.38,0,8.9,23.8,9.183
2021-10-04T00:00:00,12.1,90.08,1.7,10.1,14.3,0.333
2021-10-05T00:00:00,11.8,94.17,5.3,10.6,13.9,0.217
2021-10-06T00:00:00,10.2,84.58,0.1,6.1,14.1,3.75
2021-10-07T00:00:00,9,89.46,0,5,11.9,0
2021-10-08T00:00:00,10.6,88.67,0.3,7.4,14.8,2.3
2021-10-09T00:00:00,8.8,81.96,0,5,14.2,9.1
2021-10-10T00:00:00,5.9,81.5,0,0,12.1,10.667
2021-10-11T00:00:00,6.1,84.88,0.7,-0.7,12.6,8.3
2021-10-12T00:00:00,8,91.33,6,6.3,9.8,0.167
2021-10-13T00:00:00,5.8,90.13,0.1,1.4,9.3,4.217
2021-10-14T00:00:00,6.4,89.96,0,1.1,10.3,0.033
2021-10-15T00:00:00,7.6,84.92,0,0.1,14.6,9.25
2021-10-16T00:00:00,8,87.58,0,2.1,14,6.683
2021-10-17T00:00:00,4.7,98.25,0,0.9,9.7,2.7
2021-10-18T00:00:00,6.3,99.33,0,3.8,8.1,0
2021-10-19T00:00:00,8.8,91,0.1,2,14.5,
2021-10-20T00:00:00,12,83.25,0.2,4.8,20.4,
2021-10-21T00:00:00,11.9,69.38,2.6,8.2,15.5,
2021-10-22T00:00:00,6.3,82.13,0,0.6,9.9,
2021-10-23T00:00:00,5.1,83.33,0,0.2,10.9,
2021-10-24T00:00:00,4.6,82.54,0,-0.6,12.5,
2021-10-25T00:00:00,3.6,93.04,0,-2,10.1,2
2021-10-26T00:00:00,5.9,94.17,0,-0.6,13.2,1.4
2021-10-27T00:00:00,6,96.33,0.1,0.2,12.1,5.75
2021-10-28T00:00:00,5.8,96.83,0.1,4,10.6,3.833
2021-10-29T00:00:00,3.5,99.58,0,1.9,5,0
2021-10-30T00:00:00,5.1,95,0,0.2,9.9,2.817
2021-10-31T00:00:00,8.4,83.08,0,1.7,16.7,9.2
2021-11-01T00:00:00,6.6,95.04,12.5,1.9,10.5,0.55
2021-11-02T00:00:00,6,90.13,0.6,0.6,10.9,4.167
2021-11-03T00:00:00,4.3,93.63,8.7,-0.4,7.7,0.117
2021-11-04T00:00:00,4.7,91.63,0.3,1.7,6.7,0.367
2021-11-05T00:00:00,3.6,92,0.4,-0.4,7.6,1.783
2021-11-06T00:00:00,3.9,92.83,0,0.9,8.4,5.467
2021-11-07T00:00:00,5.1,85.38,0.3,1.1,9,3.017
2021-11-08T00:00:00,3.8,89.79,0,-1.8,8.7,4.217
2021-11-09T00:00:00,2.2,87.5,0,-2.4,8.2,8.833
2021-11-10T00:00:00,1.9,94.08,0,-2.2,7,2.75
2021-11-11T00:00:00,1.2,99.88,0,-1.4,3.7,0
2021-11-12T00:00:00,2.2,100,0,1.1,3.2,0
2021-11-13T00:00:00,3.9,99.46,3.8,2,6.1,0
2021-11-14T00:00:00,6.1,95.83,0,4.6,8,0
2021-11-15T00:00:00,4.4,96.08,0,2.9,5.5,0
2021-11-16T00:00:00,3.9,97.33,0,3.2,4.6,0
2021-11-17T00:00:00,3.9,92.58,0.1,3.2,5,0
2021-11-18T00:00:00,4.1,93.67,0,0.3,6.5,0
2021-11-19T00:00:00,3,95.33,0,-0.4,7.7,4.433
2021-11-20T00:00:00,4.8,94,0,3.3,6.6,0
2021-11-21T00:00:00,1.8,98.21,0.3,0.3,3.4,0
2021-11-22T00:00:00,3.4,95.25,1.3,1.4,4.6,0
2021-11-23T00:00:00,0.6,89.75,0,-2.8,4.5,8.183
2021-11-24T00:00:00,-0.9,95.13,0,-4,1.1,0
2021-11-25T00:00:00,-1.2,98.42,0,-1.7,-0.7,0
2021-11-26T00:00:00,-0.6,94.92,0.1,-1.5,0.2,0
2021-11-27T00:00:00,1,91.5,0.1,-2,3.7,0
2021-11-28T00:00:00,0.1,97.83,1.5,-0.8,1.4,0
2021-11-29T00:00:00,-0.4,92.58,1.1,-1,1.3,1.767
2021-11-30T00:00:00,0.7,88.08,0.1,-0.5,3.8,0
2021-12-01T00:00:00,6.1,79.29,0.8,3.7,8.8,0.6
2021-12-02T00:00:00,3,90.33,3.4,0,6,1.933
2021-12-03T00:00:00,-0.6,86.46,3.6,-3.1,1.4,4.417
2021-12-04T00:00:00,2.2,92.54,7.9,-2.5,7.1,0
2021-12-05T00:00:00,1.4,91.88,0,-2.3,4.2,0.4
